drama_id,drama_name,drama_cover_url,drama_desc,drama_tags,talent_name,category_name,video_num,last_num_position
1866659218041802753,英雄联盟,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_66467965-17b6-4e43-bfdf-fab1c905d2e6.jpg,故事发生在符文之地的瓦洛兰大陆，这里有众多城邦。诺克萨斯不断扩张，曾入侵艾欧尼亚；德玛西亚坚守正义；恕瑞玛因飞升仪式失败而衰败。此外，还有科技发达的皮尔特沃夫、神秘的班德尔城等。为了处理政治纷争，“英雄联盟”组织成立，召唤师们可召唤英雄，带领小兵在竞技场战斗，以解决争端.,"英雄联盟,MOBA竞技,英雄对战",,,30,30.0
1866659506932879361,崩坏：星穹铁道,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_d2e2b6eb-721c-46f8-bc28-07205e56d2c8.jpg,"《崩坏：星穹铁道》中，玩家扮演的开拓者登上星穹列车，与伙伴们穿梭于银河深处，造访不同世界。他们沿着星神曾行之途前进，解决星核引发的危机，对抗星神践踏文明的意图。期间，在仙舟上与丰饶信徒、毁灭星神等势力交锋，还于匹诺康尼揭露家族阴谋等，历经种种冒险，不断探索宇宙奥秘，阻止崩坏蔓延，拯救面临危机的宇宙.
","星穹列车,拯救宇宙,对抗星神,宇宙冒险",,,32,32.0
1866660926855778306,恋与深空,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_ead30303-e61a-4118-b61b-6d40b9080acd.jpg,2034年人类收到深空文明未破译的讯息，异星生物“流浪体”入侵，催生“深空猎人”职业. 玩家操控的新晋女猎人，超能力神秘，与沈星回、祁煜、黎深等男主相遇，一起探索流浪体背后秘密、女主超能力谜团以及利莫里亚文明等，期间还会与男主们并肩作战，发展浪漫爱情.,"浪漫爱情,沉浸式恋爱,未来幻想,恋爱互动",,,29,29.0
1866661476049555458,光与夜之恋,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_358d1679-02ac-4ad2-87c4-4b06bef4b205.jpg,光启市，这座看似繁华的都市背后隐藏着神秘复杂的世界，有血族、灵族、神族等不同种族存在。这里还交织着“日蚀计划”等诸多不为人知的秘密，各方势力暗中涌动，不同种族间关系微妙，而种种神秘元素相互交织，构成了光启市充满奇幻与未知的大背景，故事也就在这样的情境下展开。 ,"沉浸式恋爱,多线剧情,命运抉择,高甜互动",,,30,30.0
1866661861489315842,鸣潮,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_73cded61-39d1-4a00-aee6-07277444d8c1.jpg,索拉里斯世界，这是一个经历退潮后悲鸣降临的废土末日世界。曾经的灾难使世界停止发展，人类与异种在鸣潮生态下共存。在这个世界中，有身世不明的漂泊者苏醒踏上旅途，还有诸多各具特色的角色，如黑海岸的安可、情报商人秋水等，他们共同面对无冠者等敌人，在被侵蚀的世界中展开冒险.,"废土末日,角色各异,冒险之旅,抗争的时代",,,33,33.0
1866662120651165698,明日方舟,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_42a8ef19-c35f-4227-b0bc-16c7b436c0d7.jpg,《明日方舟》的故事发生在泰拉大陆，这里有天灾带来的源石，接触源石的人会感染矿石病，成为被社会排斥的感染者。1096年12月，整合运动在切尔诺伯格发起暴乱并占领该城，还计划进攻龙门。罗德岛制药公司则致力于治愈矿石病，救助受难人群等，其公开领导人为阿米娅，他们与整合运动展开正面对抗，故事由此展开.,"泰拉大陆,矿石病,罗德岛,整合运动",,,24,24.0
1866747856381480961,漫威,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_2338a4e4-eb2b-4f41-bbf9-d79f1421e51c.jpg,故事起始于地球面临各种威胁，如纳粹势力催生了美国队长。后来宇宙危机也不断出现，复仇者联盟等英雄团队集结，成员包括钢铁侠、雷神等。他们对抗洛基等反派，守护地球与宇宙和平。不同英雄有自己的故事线，像蜘蛛侠在纽约街头行侠仗义。其背景融合了科幻、魔法、神话等多种元素，众多故事相互交织，形成一个丰富且精彩的漫威宇宙。,"漫威宇宙,超级英雄,地球危机,科幻元素",,,1,
1866749348102475778,DC,https://image.hobby666.com/om/resource/banner/2025-01-03/1024x1820_9295b6f7-8a10-4921-95d7-27ee3a957f0e.jpeg,DC宇宙故事始于1938年超人登场，随后蝙蝠侠等英雄相继出现，开启黄金时代。白银时代引入多元宇宙概念，不同时代英雄存在于不同宇宙。1985年“无限地球危机”将多元宇宙合为一体，后又有“无限危机”等事件产生52个平行宇宙 。2011年“闪点”事件后开启“新52宇宙”，2020年时间线又被全面合并。期间，正义联盟等英雄团队不断对抗如达克赛德等反派，守护世界.,"超级英雄,多元宇宙,正邪对抗",,,1,
1866749569725304833,武林外传,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_db5436fa-5c95-4b31-90ee-505dd747c8a1.jpeg,"《武林外传》的背景设定在明朝万历年间，故事主要发生在关中地区的七侠镇同福客栈. 客栈里汇聚了各路人物，老板娘佟湘玉是汉中龙门镖局千金，跑堂白展堂曾是盗圣，打杂郭芙蓉是郭巨侠之女，账房吕秀才是前朝巡抚之孙等. 他们在这个小小的客栈中，共同演绎着一幕幕充满欢笑与温情的故事，展现了江湖的恩怨情仇、市井生活的酸甜苦辣，在看似平凡的日子里，发生着各种不平凡的趣事，勾勒出一个独特的武林世界.
","武侠江湖,市井生活,温情喜剧",,,1,
1867011549649215489,闪婚独宠：总裁老公太难缠,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7327958162307288126.png,今天是傅氏董事长傅北霆和叶氏集团继承人叶无忧的订婚宴，傅云霆称自己有急事便先离开了。叶家二小姐叶染衣出现，她祝贺道姐姐终于和北庭哥哥订婚，叶无忧知道妹妹也喜欢他并多次挑拨他们二人的关系，她回道很失望吧 可惜你抢不走了。可妹妹却凑近了她的耳边说道 姐姐你知道北霆哥哥昨晚在床上多卖力吗，叶无忧心里一惊，问她什么意思，妹妹说傅北霆昨天找过他了，还跟她说早就不喜欢姐姐了而且根本不想和她结婚，随后拿出了一张和傅北霆睡在一起的照片。叶无忧气的给了她一巴掌，可恶的妹妹却还不知道廉耻，继续说道如果他们两个同时被推下水不知道北霆哥哥到底会救谁，她明知道姐姐不会游泳还把她推进了水里，随后自己也跳下，可谁知傅北霆竟然先救了妹妹....,"现言甜宠,霸总,闪婚,打脸虐渣,逆袭",电影,,100,100.0
1867011550933733378,原来我言出法随,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7420279037186018366.png,男主本是心理学博士，意外穿越到了武道世界。可口吐大道真言、开辟武道空间，随意编造的功法也全都是绝世秘籍。本不自知的男主只想娶妻生子，却意外被女主带入纷争。最终在二人共同努力下打破所有桎梏，男主也终于意识到了自己是真正的绝世高人。,"奇幻脑洞,穿越,都市修仙,异能,逆袭,传承觉醒,天下无敌",电影,,53,53.0
1867011552002220033,抓个女帝去打工,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x520_7392534006824193086.png,现代工地小哥萧遥意外穿越到古代成为偏僻县城县官。为回到现代世界，萧遥必须让大唐女帝林抒鹤亲手杀了自己，以斩断月老误牵的红绳。萧遥一方面积极改革社会，另一方面故意抹黑自己，吸引女帝注意。,"历史古代,穿越,古装,逆袭,天下无敌,女帝",电影,,72,72.0
1867011553115635713,冰柜里的小人国,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7389112197143596057.png,王鹤意外发现祖宅的冰柜里有个小人国，他随便使用的小工具都能在小人国产生万倍的影响。于是王鹤来回穿梭于冰柜和现实世界，利用现代技术一次次地帮助小人国解决危机，给那个世界带来了巨大的震撼。,"历史古代,穿越,古装,逆袭",电影,,75,75.0
1867011555657383938,潜龙出山之我为王,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7424098414167591961.png,隐居山林数十年，如今他带着一身本领回归都市，当他看到曾为了救他而被家族唾弃的女孩时，他势要护她一世！,"神豪,龙王,高手下山,都市修仙,战神归来,逆袭,传承觉醒,强者回归",电影,,100,100.0
1867011556537323522,意外怀孕后：薄总他真香了,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7428892189238774809.png,女主安浅在一次邂逅中意外怀上男主薄向承的骨肉，并因此奉子成婚，但出身贫寒的安浅不想以孩子为逼婚筹码，因此与薄向承秘密协议离婚，却不想后者早已倾心于她，并秘密展开了追妻行动。,"现代言情,霸总,闪婚,豪门恩怨",电影,,99,99.0
1867011557918113794,逍遥赘婿,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7350141740977753150.png,史上最强赘婿，大肆魔改历史,"历史古代,穿越,古装,逆袭",电影,,111,111.0
1867011558934515713,回到古代夺皇位,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7376927578684132414.png,先帝宠幸沈氏外戚，导致朝堂被外戚被控，三个月前屠戮李家满门，只留下纨绔皇子，结果是穿越过来的.....,"历史古代,穿越,古装,逆袭,女帝",电影,,100,100.0
1867011559519727617,特种奶爸开局萌娃带我去相亲,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7382890335917067326.png,楚锋携女小七逃离恶人谷，途中巧遇美女总裁李雪烟。本以为可安定生活，不料李雪烟遭龙家陷害。楚锋与小七并肩作战，化解危机，共度困境。他们的坚韧与勇气赢得了李雪烟的尊重与爱意，三人共同面对挑战。最终，他们成功助李雪烟摆脱龙家威胁，商海破浪前行，赢得辉煌。小七也感受到了家庭的温暖，重获笑颜。楚锋和小七找到了真正的幸福和安宁，三人在困难与磨砺中收获了彼此的信任与深情。,"战神归来,神豪,都市修仙,逆袭,马甲",电影,,79,79.0
1867011560170455041,爷爷临终前，逼我嫁给帝都首富,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7430693532131658777.png,女主的爷爷去世前逼女主嫁给了帝都首富男主，二人协议三月后离婚，在相处过程中男主动了心，女主与男主离婚后去国外，却发现自己怀了孩子，女主回国后男主开始追妻，还知道二人有了孩子，最终解开误会追妻成功。,"现代言情,霸总,职场,逆袭,闪婚",电影,,100,100.0
1867374003391614977,小女孩十年后报恩,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x712_7304119229278587939.png,"尽管她还是个孩子,才12岁就经历家破人亡,美丽的家园在刹那间就变成了残垣断壁。平日里融洽的邻居们许多都再也不能与她嬉闹的","女性成长,霸总,逆袭,大女主",电影,,115,115.0
1867374004704686081,楼道诡事,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7424828307218107417.png,王珂本是一位癌症患者，因为姐姐一家被李如意和陈阳害死而耿耿于怀许久，数年后，王珂终于等到了一个报复二人的机会。深夜时分，偷奸耍滑的开锁匠陈阳在接听到李如意的电话后前往1803室修门锁，而王珂也等到了报复二人的机会，王珂先是在十八楼楼道故意吓唬李如意，然后趁此机会，教训了陈阳，而后，王珂穿上陈阳的衣服。,悬疑推理,电影,,23,23.0
1867374007049302018,圣医枭婿,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7242157759448222759.png,穷小子秦骁受人欺辱之时，意外继承了外祖家的家传至宝——金龙传承，功力暴涨，医武双修，命运的巨轮将他就此推入波谲云诡之中。秦骁一路走来，迎娶富商家的千金小姐，教训仗势欺人的纨绔子弟，解决祸国殃民的毒人危机，最后竟发现这一切都是围绕他展开的一场阴谋……,"玄幻仙侠,古装,逆袭",电影,,100,100.0
1867374007441362945,赊刀天师,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7386498050031635480.png,第八十六代赊刀天师宁无忌，昆仑山守护龙脉。龙脉暴动后，师父宁八荒牺牲镇压，宁无忌为救师前往江城收债。九大家族背信弃义，遭天谴落魄。林初染愿偿债嫁宁无忌。雷人杰挑战，蒋家大小姐蒋沛沛相助。皇甫家来犯，宁无忌亮出国师身份镇压。最终，宁无忌揭露自己是皇室继承人，灭掉冒牌帝君，闭关修炼寻亲生父母。,"战神归来,都市修仙,逆袭,高手下山",电影,,80,80.0
1867374008270454785,丑妻逆袭，颜值惊艳全球,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7433683311509130302.png,苏清溪为救奶奶，被迫嫁给瘫痪的傅老爷子。一年后，她成为傅家女佣，恰逢总裁傅岑修回国。尽管从未见面，苏清溪却觉傅岑修异常眼熟。,"现代言情,霸总,逆袭,闪婚,豪门恩怨",电影,,81,81.0
1867374009744035842,恶女穿书：勾帝心，坐凤位,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7431751701301840920.png,苏婧瑶穿进书里世界，得知自己是炮灰女配，面临惨死后宫的下场，利用自己对书里剧情的了解，在深宫里步步为营，攻略男主君泽辰，机智化解遇到的所有危机，终登后位，彻底改写了自己的结局。,"古风权谋,穿越,王妃,古风言情,逆袭,古装,反派主角",电影,,90,90.0
1867374011059056641,断亲后四个姐姐跪求我回家,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7425628896885754905.png,秦飞上辈子被家人忽视被秦皓轩害死，临终前对秦家人心灰意冷，再次醒来时发现他重生到了十年前自己生日这一天。秦飞和秦皓轩被秦家收养，上辈子秦皓轩冤枉他给蛋糕里面加了会让秦皓轩过敏的果酱，秦飞否认是自己做的却被秦家父母和姐姐逼着他下跪给秦皓轩道歉。这辈子这一幕重现，秦飞这一次没有否认，他当场承认就是自己做的。秦飞当场和秦家人断绝关系离开家，和两个发小住在出租屋里。这辈子他要凭着上辈子的信息带发小赚大钱。,"都市日常,重生,神豪,职场,逆袭",电影,,70,70.0
1867374011620839425,史上最强太子爷,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7376563566884686872.png,学神穿越大夏国，废太子逆袭成男神，迎娶白富美走上人生巅峰,"历史古代,穿越,古装,逆袭",电影,,101,101.0
1867374012655771650,陌上花开,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7431750479270399038.png,周欣然是个被外婆养大的女孩儿，为了救治外婆，被父亲和后妈安排嫁给了植物人男主司谦。领了结婚证后司谦醒来，没想到这个能治好自己厌食症的小厨子，居然是自己的老婆！,"现代言情,霸总,闪婚,逆袭,豪门恩怨",电影,,65,65.0
1867374014133227521,恋爱上上签,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7359401660289911870.png,草根女顾言溪在阴差阳错下与豪门贵公子傅青隐闪婚，巨大的身份差异，让二人面临重重阻碍。且看他们如何在风雨中携手共进，相守到最后。,"现代言情,霸总,闪婚,打脸虐渣,逆袭,小人物",电影,,81,81.0
1867736384223621122,无上神王,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7345374620087749694.png,身为大夏神王的易秋，为了报答柳丝娜当初的救命之恩，却被柳丝娜嫌弃逼迫离婚，在生日宴上易秋抱着最后一丝希望，想要让柳丝娜爱上平凡的自己，结果却以失败告终，被柳家羞辱的易秋，愤而打脸柳家众人，未婚妻张欣然出面撑场面，随后易秋跟柳丝娜在居酒屋内发生了不悦的感情纠葛。易秋跟张欣然两人来到张家给老太君贺寿，面对张家跟柳丝娜的刁难易秋不卑不亢，最终揭示了男主易秋的神王身份，终于易秋跟张欣然有情人终成眷属。,"战神归来,都市修仙,强者回归,逆袭,马甲",电影,,95,95.0
1867736385094721537,陷入他的狂恋,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7416540918603336729.png,财阀大佬的落魄千金被家人逼死，假死后努力变得优秀，带着萌宝回归，想要向假千金及其反派报仇，却在此过程中遇见了曾经的大佬，她为了隐瞒身份，选择和大佬结婚，通过大佬势力成功报仇，最终收获大佬的爱情。,"霸总,现代言情,萌宝,马甲,逆袭,打脸虐渣",电影,,99,99.0
1867736386433257473,时光里静待花开,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7424081541308877849.png,上一世云千遥看走眼，选择了跟晏世杰联姻，却落得家产被夺、家破人亡的下场。一朝重生，她回到了跟晏世杰订婚当天，因为意外车祸遇到了他的弟弟晏成玦。回想起上一世晏成玦对她的感情和劝告，加上知道晏成玦跟晏世杰争夺家产的恩怨，决定跟晏成玦联手，一起对付晏世杰，揭穿他的真面目让他受到惩罚。,"重生,现代言情,霸总,豪门恩怨",电影,,79,79.0
1867736387595841537,双面保姆,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7408079620471262270.png,五年前，时念被人利用与神秘人上床，孩子生下后被抢走。为了寻找真相，夺回孩子，时念隐姓埋名，化身姜楠成为傅家的保姆。在此过程中与孩子生父傅砚礼展开了一段爱恨情仇，并发现当年真相背后另有阴谋。,"萌宝,现代言情,霸总,逆袭,豪门恩怨",电影,,90,90.0
1867736390166949889,相亲后，老板非要跟我结婚,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7332041514832383038.png,谢嘉宁替林悦闺蜜相亲，二人合伙准备吓跑联姻对象。谢嘉宁以一身浮夸装扮赴约，却发现眼前这个男人竟然是自己的老板，叶氏集团总裁叶晋泽。叶晋泽意外触碰到谢嘉宁，惊讶与自己对其没有过敏。叶晋泽却不按套路出牌，当场求婚，吓傻闺蜜二人组。,"现言甜宠,霸总,喜剧",电影,,80,80.0
1867736390198300674,他们练武我修仙,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7429970629626956824.png,重返地球的仙帝掉进了美女池里，只是一个眼神正在呼救的女人就没了声音，随后男人用一片树叶换了一套衣服，声称对着这烂叶子许愿就可以梦想成真，原来他仙帝在外太空征战了七万载，而地球才过去七年，而此时他的母亲女儿正在遭受磨难，没等来男人两人马上就要命丧黄泉，好在关键时刻男人从天而降，而他也发现女儿是他和夏朝歌的孩子，这时恶霸告诉他她老婆正和孙少洞房花烛，男人愤怒的认为妻子竟然弃女儿不顾和别人偷欢,"战神归来,都市修仙,逆袭,马甲,强者回归,天下无敌",电影,,82,82.0
1867736391692361729,神豪归来,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x600_7301268113306160180.png,叶家养子叶昊，因为个人能力出众招来嫉妒，五年前在婚礼当晚，被大哥陷害强奸大嫂。五年后出狱，叶昊成为世界首富昆仑强势归来，势要查出当年真相，让当年陷害他的那些人全都付出代价。妻子吴珊珊一直痴心等待，相信他、扶持他，最后两人终于排除万难，过上了幸福平静的生活。叶昊重情义，讲诚信，优秀的人格魅力让他在逆境中崛起，收获了事业和家庭上的美满。,"都市日常,神豪,强者回归,逆袭",电影,,200,200.0
1867736392041803778,重回商界做大佬,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7400279747588000793.png,因车祸落得残疾的赵家大少爷赵成被同父异母的弟弟赵天豪推下了楼。临死前他这才知晓，原来当年的那场车祸，正是赵天豪所为。怀着不甘的心情，赵成倒在了血泊之中，可故事并没有就此结束，因为随后他便穿越回到了那辆导致自己残疾的大巴车上。,"都市日常,穿越,逆袭",电影,,82,82.0
1867736393869758465,太子妃驾到，总裁你别跑,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7386974385485122584.png,陆瑶是大夏王朝太子妃，皇子战云旗谋权篡位，杀了皇上，太子战云霆在战斗中为了保护陆瑶被杀，陆瑶随之自杀。再次醒来后，陆瑶穿越到了现代，成为了顶级富豪云霆的妻子，但因为原身的种种恶劣行为，云霆要和陆瑶离婚。陆瑶为了再续前缘，决定好好在现代生活，并把自己天工师的手艺发扬光大，好不再成为云霆的拖累。,"现代言情,穿越,霸总,打脸虐渣,逆袭",电影,,80,80.0
1867736393999228929,对不起我爱你,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x533_7402118940798749720.png,一阴一阳，家破人亡，此女命中带煞。天师一句话，顾家千金被抛荒野，意外养父夏海救下取名夏炎，流落十余载。夏炎被破格录取进入私立高中，但因其失声却顾聪的霸凌。顾聪更是叫来夏炎养父当对其百般侮辱。养父愧对夏炎，查出心衰，夏炎面临巨额费用，体检时不得不接受顾聪3万补习的戏谑，却在补习时与金夫人发生争执，夏炎为救顾聪跳入水中，体力不支溺水，危机之时管家来报顾家遗失的千金正是之前瞧不起肆意侮辱的夏炎。,"家庭伦理,校园,打脸虐渣,豪门恩怨,亲情",电影,,70,70.0
1867874738042875906,唐朝诡事录之西行,https://spider-oss.hobby666.com/prod/hobby_weibo_animation/images/480x270_dee5d741bf13f3f354fbe77fd620cdd3.jpg,公元712年，唐睿宗改元延和，大唐依旧繁盛寰宇，但繁华之下依然危机四伏、山雨欲来。一股股势力借机蠢蠢欲动，更引起民间诡案频发，大理寺少卿卢凌风和乾陵丞苏无名又将遇到怎样的志怪谜局？西行之路，境遇难测。,"2024,古装,悬疑,杨旭文,杨志刚,郜思雯",,,40,40.0
1867878648265904129,七夜雪,https://image.hobby666.com/om/content/2025-01-03/1125x2436_d9d24db5-4ee7-4927-9c37-54e39173dc6c.jpeg,"讲述了关于""生命中最深沉的爱恋，最终仍是抵不过时间""的故事。不羁剑客霍展白为友人之子求药，结识药师谷谷主薛紫夜。八年时间，二人在日日相处之中，从彼此各有执念，到默契加深，互相救赎，并约定来年梅树下共饮。却因各自背负的责任而难言爱意，最终只留下天人永隔的遗憾。风雪里的把酒言欢和千里诀别，一场刻骨铭心的错过，一生注定无法相守的爱情，刻画出一段救赎与放下的生死虐恋。","2024,古装,爱情,李沁,曾舜晞,王弘毅",电影,,32,32.0
1867878681887318017,莲花楼,https://image.hobby666.com/om/content/2025-01-03/1125x2436_e21778ae-5693-4ea6-a28b-7bb27755f2de.jpeg,该剧讲述了闻名武林的四顾门门主李相夷在一次大战后身受重伤，从此退隐江湖成为淡泊名利的“假神医”李莲花，在遇到新交方多病与旧敌笛飞声后重新卷入江湖的故事。江湖暗流涌动，疑团扑朔迷离，抽丝剥茧方能断出真相，一段荡气回肠的侠义情即将热血展开。,"2023,古装,武侠,成毅,曾舜晞",,,40,40.0
1867878726040883202,南来北往,https://image.hobby666.com/om/content/2025-01-03/1125x2436_5ead9284-e962-4a0e-b75e-4ead6c1073f1.jpeg,二十世纪七十年代末，由宁阳开往哈城的蒸汽火车上，青年乘警汪新正穿梭在熙熙攘攘的乘客中认真执勤，他误把老铁路警察马魁当成逃犯，二人开启了不打不相识的师徒情缘。从彼此看不惯对方到惺惺相惜，汪新和马魁并肩战斗在铁路公安第一线。他们反扒、打拐、缉毒、巡线、打击盗抢骗，始终把每位乘客的安危放在工作首位，无私守护着南来北往列车的安全。汪新和马魁新老两代铁路警察薪火相传，见证着中国铁路从蒸汽机车到电力机车再到动车高铁的发展，见证中国日新月异的变化。,"2024,年代,家庭,白敬亭,丁勇岱,金晨",电影,,39,39.0
1867878791277645826,宁安如梦,https://image.hobby666.com/om/content/2025-01-03/1125x2436_3a60886f-54a6-476b-b5c6-a51a6b67a843.jpeg,姜雪宁（白鹿饰）曾费尽心机当上皇后，却在宫变中被逼自杀。现在，姜雪宁的梦想就是远离权力，主宰自己的人生。可阴差阳错她还是入宫做了伴读，成为帝师谢危（张凌赫饰）的学生，姜雪宁一边接受谢危的教导，一边暗暗筹谋，想要阻止青梅竹马燕临（周峻纬饰）即将面临的“血冠礼”事件。经过姜雪宁和谢危的运筹帷幄，燕家满门性命得保。血冠礼风波后，姜雪宁无意间卷入了朝廷剿灭平南王乱党的计划，与白月光张遮（王星越饰）一起深入敌营，危急关头姜雪宁以身为张遮挡箭，但二人白瓶有隙，终是无法相守。敌国大月来犯，长公主沈芷衣（刘些宁饰）毅然踏上和亲之路。姜雪宁为解救好友沈芷衣随谢危北上讨伐大月，重重危机中谢危为保护姜雪宁甚至不惜伤害自己，二人日渐生情。然更大的阴谋逐渐浮出水面，竟直指二十年前平南王事件的真相。最终姜雪宁与谢危联手揭开了当年真相，姜雪宁也用爱感化了谢危，二人终成眷属。,"2023,古装,爱情,白鹿,张凌赫,王星越",电影,,38,38.0
1867878902570622977,凡人歌,https://image.hobby666.com/om/content/2025-01-03/1125x2436_42408254-880b-4755-aa69-4d20d4a824df.jpeg,故事围绕三对在北京生活的夫妻、情侣展开，一场公司变故，让沈琳和老那的中产生活岌岌可危，两人不得不展开生产自救，在各自的工作和事业上持续急转弯。同时，今朝有酒今朝醉的打工人李晓悦、体制内的佛系青年沈磊以及内卷程序员那隽、与沈磊婚姻亮红灯的谢美蓝，也在被动或主动地迎接着各自的人生挑战。,"2024,都市,家庭,殷桃,王骁,章若楠",电影,,37,37.0
1867878966210797570,唐朝诡事录,https://image.hobby666.com/om/content/2025-01-03/1125x2436_f1a4f182-0c14-4246-ab30-4eec8dbf3fda.png,该剧改编自作家魏风华同名原著，讲述了在繁华的大唐盛世之下发生的一系列奇闻异事，长安金吾卫中郎将卢凌风将与狄公亲传弟子苏无名携手共破诡案，守护苍生，担负起挽救社稷于危急的使命。,"2022,悬疑,古装,杨旭文,杨志刚,郜思雯",电影,,36,36.0
1867879010037968897,人世间,https://image.hobby666.com/om/content/2025-01-03/1125x2436_51b428bf-0238-4952-b930-16d3ec75331a.jpeg,该剧根据梁晓声的同名小说改编，以居住在北方某省会城市的一户周姓人家三代人的视角，描绘了十几位平民子弟在近50年时间内所经历的跌宕起伏的人生，全面展示了改革开放以来中国所经历的翻天覆地的社会巨变，歌颂了中国人民拼搏向上、艰苦奋斗的伟大历程，以及勤劳正直、自尊自强的美好内心。,"2022,家庭,生活,雷佳音,辛柏青,宋佳",电影,,58,58.0
1867879133123252226,卿卿日常,https://image.hobby666.com/om/content/2025-01-03/1125x2436_c91894cb-927a-4096-b7fe-1e56a2d3ffae.png,因为一场联姻擢选，来自天南海北的女孩们齐聚新川。韬光养晦的新川六少主尹峥，与只想努力落选、在老家安逸度日的李薇意外结缘，共同开启了一段状况百出却又相映成趣的新生活。随着尹峥开府、上朝，二人逐渐口味相投、心意相通，携手共度三餐四季，并与其他性格命运各异的兄弟姐妹们相伴成长，一起书写着新川大家庭的温暖日常。,"2022,古装,喜剧,白敬亭,田曦薇,陈小纭",电影,,40,40.0
1867879218128658434,云之羽,https://image.hobby666.com/om/content/2025-01-03/1125x2436_9bc6a689-7ab9-41ff-a57a-0c0b089e7a9f.png,宫门选亲大典在即，无锋刺客云为衫（虞书欣饰）借此混入宫门探查情报，谁知宫门之主和原定继承人宫唤羽却突遭刺客杀害，向来被排斥的四公子宫子羽（张凌赫饰）一夜之间成为了宫门之主。变故之下，云为衫只能将攻略对象重新锁定为新宫主宫子羽，一番设计后，她如愿成为宫子羽的新娘，她原以为只要成为宫主新娘便能完成任务获得自由，谁知等待她的却是更加危险的挑战，而她唯一能够利用的，只有那个看起来不学无术被迫成为宫主的宫子羽……阴谋与阳谋齐飞的江湖恩仇录，一场关于爱与信仰的成长之旅。,"2023,古装,爱情,虞书欣,张凌赫,丞磊",电影,,24,24.0
1867879284822712322,人民警察,https://spider-oss.hobby666.com/prod/hobby_weibo_animation/images/480x270_5be153234ce0207e6ac93beca1607641.jpg,十六年前，东州市刑警夏辉带领赵海洋与方程两人在追捕灭门案凶手时，因赵海洋的异常举动引起了歹徒的警觉，歹徒利用炸弹逃脱，夏辉牺牲。十六年后，赵海洋怀着对自己当年的后悔和对犯罪分子的痛恨，一路破案立功成长为东州市公安局副局长。方程则走上了技术岗位，研发出多项科技成果。东州市近年来面临新型犯罪模式的挑战，这让经验丰富的赵海洋倍感压力。他同为警察的妻子安萍在处理一起犯罪案件时发生意外，同事不幸牺牲，安萍因此被下放至派出所。在赵海洋面对这些新型犯罪手法束手无策之际，方程利用新的刑侦技术手段为赵海洋解决了众多难题。智能交通、合成侦查中心、网格化建设让犯罪分子无处遁形，反诈中心让诈骗分子无从下手，环食药支队建立，让老百姓吃的更放心。而警务改革工作也如春风化雨一般逐步展开，初见成效。然而，在改革顺利推进之际，十六年前的灭门案凶手再次浮出水面。赵海洋与方程携手，决心将真凶绳之以法。但在深入侦查的过程中，他们发现背后似乎有一股强大的势力在暗中阻挠案件的进展，而所有线索竟然都指向了他。,"2024,罪案,警匪,陆毅,万茜,马元",,,38,38.0
